source,sourceLabel,audience,tier,sheetGroup,name,id,rarity,faction,shipType,roleNote,requiresUniqueEquipment,row,column
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",일러스트리어스(µ장비),480,SSR,로열,항모,바인더 대체,False,70,14
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",아크 로열(META),M002,SSR,META,항모,바인더 대체,False,70,16
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",카잔,685,SSR,노스유니온,전함,소량 힐,False,70,24
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",호노카,Z062,SSR,DOAX VV,전함,소량 힐,False,70,25
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",오딘,P016,SSR,철혈,순전,각종 유틸,False,70,26
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",클레망소,604,SSR,비시아,전함,프랑스 조합 필요,False,70,28
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",프린스 오브 웨일즈,135,SSR,로열,전함,이글 유니온 시너지,False,70,30
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",비스마르크,250,SSR,철혈,전함,독일 버퍼,False,70,32
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",워싱턴,64,SSR,유니온,전함,3장갑 다 잘팸,True,70,34
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",신죠 아카네,Z082,SSR,그리드맨,전함,"소환수로 인한
안정성 증가",False,70,36
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",로열 오크,582,SSR,로열,전함,힐 기능 있는 전함,False,70,38
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",미나세 이오리,Z073,SSR,아이마스,전함,중장만 잘팸,False,70,40
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",매사추세츠,354,SSR,유니온,전함,중형 / 중장 상대 미국 전함,True,70,42
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",강구트(META),M057,SSR,META,전함,"평범한 딜링
별도의 유틸 없음",False,70,44
operation-siren,대작전,벽청년 이상,B,"전함 BB, 순전 BC",가스코뉴,P012,SSR,비시아,전함,평범한 2군 전함,True,70,46
operation-siren,대작전,벽청년 이상,B,잠수 SS,아미티,666,SSR,템페스타,범선,"아군버프 /
초살팟",False,70,50
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",인트레피드,442,SSR,유니온,항모,폭격 특화,False,74,6
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",꼬마 엔터프라이즈,516,SR,유니온,항모,"대체 항모
마지노선",False,74,8
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",아카기(µ장비),419,SSR,중앵,항모,"최대 4 μ 시너지
항마기 시너지
반장전",False,74,10
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",쇼호,222,R,중앵,경항모,소량 힐,False,74,12
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",일러스트리어스,145,SSR,로열,항모,전열 보호,False,74,14
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",조프르,555,SSR,비시아,항모,"하위해역
많은 적 상대",False,74,16
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",빅토리어스,146,SSR,로열,항모,적 전함 상대 보조,False,74,18
operation-siren,대작전,벽청년 이상,C+,"항모 CV, 경항모 CVL",화지아,579,SR,동황,경항모,"6전투기
대체 항모",False,74,20
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",됭케르크,352,SR,비시아,순전,"프랑스 함대 파츠
선장전, 딜 버프",False,74,24
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",나기사,Z065,SR,DOAX VV,전함,감속 제공,False,74,26
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",후드,129,SSR,로열,순전,장전 버프,False,74,28
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",킹 조지 5세,134,SSR,로열,전함,세이렌 특화,False,74,30
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",로마,561,SSR,사르데냐,전함,사르데냐 대체제,False,74,32
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",리토리오,410,SSR,사르데냐,전함,사르데냐 대체제,False,74,34
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",장 바르,353,SSR,비시아,전함,"프랑스 함대 파츠
대체 전함들",False,74,36
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",샹파뉴,P017,SSR,아이리스,전함,"프랑스 함대 파츠
대체 전함들",False,74,38
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",미카사,320,SSR,중앵,전함,무사시 독점,False,74,40
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",티르피츠,251,SSR,철혈,전함,"비스마르크와
같이 쓰기",False,74,42
operation-siren,대작전,벽청년 이상,C+,"전함 BB, 순전 BC",사우스다코타,65,SSR,유니온,전함,작은 육각형 딜러,False,74,44
operation-siren,대작전,벽청년 이상,C+,잠수 SS,로열 포춘,571,SSR,템페스타,범선,글쎄요..?,False,74,50
operation-siren,대작전,벽청년 이상,C+,잠수 SS,메리 셀러스트,611,SSR,템페스타,범선,글쎄요..?,False,74,51
newbie,맨땅뉴비,벽뉴비 권장,S,구축 DD,캐신,5,N,유니온,구축,"앵커리지 점수
절약팟 전열
메인해역 다수 드랍",False,7,10
newbie,맨땅뉴비,벽뉴비 권장,S,구축 DD,다운즈,6,N,유니온,구축,"앵커리지 점수
절약팟 전열
메인해역 다수 드랍",False,7,11
newbie,맨땅뉴비,벽뉴비 권장,S,경순 CL,샌디에이고,36,SSR,유니온,경순,"최상위 대공 성능
훈장교환",True,7,12
newbie,맨땅뉴비,벽뉴비 권장,S,경순 CL,잔 다르크,454,SSR,아이리스,경순,"탱커 보조
작전문서 획득 가능",False,7,16
newbie,맨땅뉴비,벽뉴비 권장,S,경순 CL,헬레나,33,SR,유니온,경순,"레이더 탐지
대함대 상점",False,7,18
newbie,맨땅뉴비,벽뉴비 권장,S,중순 / 대순 CA,프린츠 오이겐,244,SSR,철혈,중순,"철혈 점수작 좋음
무난한 탱커들
론 : 1기 pr함",False,7,26
newbie,맨땅뉴비,벽뉴비 권장,S,중순 / 대순 CA,론,P005,SSR,철혈,중순,"철혈 점수작 좋음
무난한 탱커들
론 : 1기 pr함",False,7,27
newbie,맨땅뉴비,벽뉴비 권장,S,"항모 CV, 경항모 CVL",엔터프라이즈,77,SSR,유니온,항모,"Lucky E
훈장교환",False,7,28
newbie,맨땅뉴비,벽뉴비 권장,S,"전함 BB, 순전 BC",티르피츠,251,SSR,철혈,전함,"철혈 점수 필요하면 육성할만함
아니면 쓸이유없음
훈장 교환",False,7,42
newbie,맨땅뉴비,벽뉴비 권장,S,상시 무딱,뱅가드,137,UR,로열,전함,"상시 전함 중 가장 강한 화력
현재 대세인 라이온+ 트라팔가 조합과 잘 어울림",False,7,44
newbie,맨땅뉴비,벽뉴비 권장,S,힐러,유니콘,142,SR,로열,경항모,"쫄팟, 광역힐, 선장전
개장 1순위, 신 GOD
대함대 상점",False,7,46
newbie,맨땅뉴비,벽뉴비 권장,S,힐러,아퀼라,502,SSR,사르데냐,항모,"쫄 보스 딜러
서브 힐러
특형 상시건조",False,7,48
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,아우구스트 폰 파르제팔,P021,SSR,철혈,항모,철혈 연구함 선택지들,False,7,58
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,론,P005,SSR,철혈,중순,철혈 연구함 선택지들,True,7,58
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,오딘,P016,SSR,철혈,순전,철혈 연구함 선택지들,False,7,59
newbie,맨땅뉴비,벽뉴비 권장,S,구축 DD,카자구모,517,SSR,중앵,구축,"공습선도 1황
훈장교환 1순위",False,11,6
newbie,맨땅뉴비,벽뉴비 권장,S,경순 CL,시리우스,371,SSR,로열,경순,"항모 버퍼
훈장교환",False,11,12
newbie,맨땅뉴비,벽뉴비 권장,S,중순 / 대순 CA,프린츠 오이겐,244,SSR,철혈,중순,"전장주면 실드/파갑
신규출첵 8일차 보상",False,11,20
newbie,맨땅뉴비,벽뉴비 권장,S,"항모 CV, 경항모 CVL",일러스트리어스,145,SSR,로열,항모,"전열보호
신입임무
훈장교환",False,11,28
newbie,맨땅뉴비,벽뉴비 권장,S,"항모 CV, 경항모 CVL",아크 로열,144,SR,로열,항모,"중형/중갑 바인더
6-3 드랍
특형 상시건조",False,11,30
newbie,맨땅뉴비,벽뉴비 권장,S,"항모 CV, 경항모 CVL",인디펜던스,377,SR,유니온,경항모,"제공권 + 반장전
타함대 항공버프
코어데이터 샵",False,11,32
newbie,맨땅뉴비,벽뉴비 권장,S,"전함 BB, 순전 BC",듀크 오브 요크,136,SSR,로열,전함,"감속, 받피증 버퍼
연습전 상점",False,11,40
newbie,맨땅뉴비,벽뉴비 권장,S,상시 무딱,뉴저지,68,UR,유니온,전함,"유니온 점수
보스전 특화 / 강한 대공
범용적으로 쓰기 좋은 성능",False,11,44
newbie,맨땅뉴비,벽뉴비 권장,S,힐러,류호,426,SSR,중앵,경항모,"힐러 대체제
훈장 교환",False,11,46
newbie,맨땅뉴비,벽뉴비 권장,S,힐러,볼가,538,SSR,노스유니온,항모,"높은 공격력
1+2 힐
특형 상시건조",False,11,48
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,에기르,P020,UR,철혈,초순,"유틸갖춘 성능 탱커
4기 DR 연구함",False,11,54
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,앵커리지,P018,SSR,유니온,중순,"연막탄 탱킹 보조
4기 PR 연구함",False,11,56
newbie,맨땅뉴비,벽뉴비 권장,S,연구함,프리드리히 데어 그로세,P011,UR,철혈,전함,"대경장 특화
상시 획득 전함 1황
2기 DR 연구함",False,11,58
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,유다치,164,SSR,중앵,구축,"3번 자리 딜러
6-4 보스 드랍",False,15,2
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,저비스,550,SSR,로열,구축,"어느정도의 탱
+ 생존 보조
작전 문서
소형 상시건조",False,15,4
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,아리아케,175,R,중앵,구축,"보급형 공습 선도
대함대 상점",False,15,6
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,유구레,176,R,중앵,구축,"보급형 공습 선도
대함대 상점",False,15,7
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,타슈켄트,433,SSR,노스유니온,구축,"3번 자리 딜러
나히모프 시너지
소형 상시건조",False,15,8
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,Z19,264,R,철혈,구축,철혈 점수 특공대,False,15,10
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,Z21,266,N,철혈,구축,철혈 점수 특공대,False,15,10
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,Z20,265,N,철혈,구축,철혈 점수 특공대,False,15,11
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,얏센,257,SR,동황,경순,"태생 보딱 중
탱킹 1황
상시 소형건조
간혹 연하장",False,15,12
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,노시로,322,SSR,중앵,경순,"경장 방뢰요원
작전문서
상시 소형건조",False,15,14
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,헬레나(META),M003,SSR,META,경순,"버프 겸
포격 특화경순
상시 META 비콘",False,15,16
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,쿠이비셰프,577,SSR,노스유니온,경순,"포격특화 경순
상시 소형건조",False,15,18
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,포틀랜드,44,R,유니온,중순,"초반 국밥탱
신입임무 육성픽
대함대 상점",False,15,20
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,샌프란시스코,512,SSR,유니온,중순,"무난한 만능탱커
상시 중형건조",False,15,22
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,아드미랄 히퍼,242,SR,철혈,중순,"전부 쉽게 얻을만한 철혈 전열 / 무난한 성능
도이칠란드는 상시 중형건조
나머진 대함대 상점",False,15,24
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,아드미랄 그라프 슈피,246,SR,철혈,중순,"전부 쉽게 얻을만한 철혈 전열 / 무난한 성능
도이칠란드는 상시 중형건조
나머진 대함대 상점",False,15,25
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,도이칠란트,245,SR,철혈,중순,"전부 쉽게 얻을만한 철혈 전열 / 무난한 성능
도이칠란드는 상시 중형건조
나머진 대함대 상점",False,15,26
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",샹그릴라,378,SSR,유니온,항모,"안정성 높은
엔터프라이즈
특형 상시건조",False,15,28
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",쇼카쿠,228,SSR,중앵,항모,"즈이카쿠와 시너지
전장 성능 좋음
전장 주면 차상위 금딱
훈장 교환",False,15,30
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",새러토가,74,SR,유니온,항모,"폭격 특화
쫄팟 후보군
4-2 등 드랍
특형 상시건조",False,15,32
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",알비온,570,SSR,로열,경항모,"중형/중갑 특화
특형 상시건조",False,15,34
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",테세우스,578,SSR,로열,경항모,"중형/중갑 특화
특형 상시건조",False,15,34
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",인도미터블,553,SSR,로열,항모,"중형/중갑 특화
특형 상시건조",False,15,35
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",그나이제나우(META),M007,SSR,META,순전,"무난한 성능 전함
근데 철혈 아님
상시 META",False,15,36
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",샤른호르스트(META),M009,SSR,META,순전,"무난한 성능 전함
근데 철혈 아님
상시 META",False,15,37
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",하우,461,SSR,로열,전함,"명중, 장전 버퍼
중형 상시건조",False,15,38
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",비토리오 베네토,500,SSR,사르데냐,전함,"사르데냐 코어
중형 상시건조",False,15,40
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",비스마르크,250,SSR,철혈,전함,"독일 버퍼
진영점수작으론
티르피츠 먼저
훈장 교환",False,15,42
newbie,맨땅뉴비,벽뉴비 권장,A,상시 무딱,시나노,231,UR,중앵,항모,"보스팟 광역딜러
일항팟 코어",False,15,44
newbie,맨땅뉴비,벽뉴비 권장,A,힐러,퍼시어스,462,SSR,로열,경항모,"이중 선장전
타함대 힐
특형 상시건조",False,15,46
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,U-81,341,SSR,철혈,잠수,"독잠
상위 U 보트들",False,15,50
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,U-96,467,SSR,철혈,잠수,"독잠
상위 U 보트들",False,15,50
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,U-37,484,SSR,철혈,잠수,"독잠
상위 U 보트들",False,15,51
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,U-47,343,SSR,철혈,잠수,"독잠
상위 U 보트들",False,15,51
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,알바코어,358,SSR,유니온,잠수,"미잠
높은 산소량",False,15,52
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,아처피시,513,SSR,유니온,잠수,"미잠
높은 산소량",False,15,53
newbie,맨땅뉴비,벽뉴비 권장,A,연구함,체셔,P013,SSR,로열,중순,"대공요원 + 무난한탱
11지 이후로 활약
3기 PR 연구함",False,15,54
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,엘드릿지,28,SSR,유니온,구축,"탱커/탱 보조 1황
개장템없으면 후순위
연습전 상점",False,19,2
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,찰스 오스본,13,SR,유니온,구축,"무난한 탱커
소형 상시건조",False,19,4
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,스즈츠키,468,SSR,중앵,구축,"무난한 탱커
소형 상시건조",False,19,5
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,잉그레이엄,518,SSR,유니온,구축,"잉그레이엄
대공 / 기타보조유틸
재너스
높은 공격력

소형 상시건조",False,19,6
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,재너스,569,SSR,로열,구축,"잉그레이엄
대공 / 기타보조유틸
재너스
높은 공격력

소형 상시건조",False,19,7
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,후부키,151,SR,중앵,구축,"전용장비 요구됨
좋은 화력보조
소형 상시건조",True,19,8
newbie,맨땅뉴비,벽뉴비 권장,A,구축 DD,스테판 포터,509,SR,유니온,구축,"공습선도 대체제
소형 상시건조",False,19,10
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,몬트필리어,330,SSR,유니온,경순,"무난한 3번 딜러
상시 소형건조",False,19,12
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,다이도(µ장비),476,SSR,로열,경순,"무난한 3번 딜러
상시 소형건조",False,19,13
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,두카 델리 아브루치,501,SSR,사르데냐,경순,"뇌격특화 3번딜러
작전문서
상시 소형건조",False,19,14
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,차파예프,436,SSR,노스유니온,경순,"포격 딜링 특화
작전문서
상시 소형건조",False,19,16
newbie,맨땅뉴비,벽뉴비 권장,A,경순 CL,파먀티 메르쿠리야,434,SR,노스유니온,경순,"적당한 탱커
북련 점수용
상시 소형건조",False,19,18
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,미니애폴리스,364,SSR,유니온,중순,"평균이상 탱+딜
흡혈
훈장 교환",False,19,20
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,프린츠 하인리히,483,SSR,철혈,중순,"딜을 좀 더 가진 탱커
철혈 점수작
상시 중형건조",False,19,22
newbie,맨땅뉴비,벽뉴비 권장,A,중순 / 대순 CA,프린츠 아달베르트,527,SSR,철혈,중순,"무난한 탱커
철혈 점수작
상시 중형건조",False,19,24
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",포미더블,147,SSR,로열,항모,"바인더 대체제
특형 상시건조",False,19,28
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",센토,356,SSR,로열,경항모,"바인더 대체제
특형 상시건조",False,19,29
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",타이콘데로가,511,SSR,유니온,항모,"무난한 미항모
둘다 특형 상시건조
타이콘 -> 작전문서",False,19,30
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",에식스,357,SSR,유니온,항모,"무난한 미항모
둘다 특형 상시건조
타이콘 -> 작전문서",False,19,31
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",소류(META),M004,SSR,META,항모,"폭격 특화 / 뇌격 특화
상시 META",False,19,32
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",히류(META),M001,SSR,META,항모,"폭격 특화 / 뇌격 특화
상시 META",False,19,33
newbie,맨땅뉴비,벽뉴비 권장,A,"항모 CV, 경항모 CVL",롱 아일랜드,70,R,유니온,경항모,"불안정 딜러
경장 특화
해역 드랍
상시 특형 건조",False,19,34
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",나가토,212,SSR,중앵,전함,"중앵버퍼
훈장 교환",False,19,36
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",워스파이트,131,SSR,로열,전함,"개장시 강한 무딱딜러
훈장교환",False,19,37
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",콜로라도,60,SR,유니온,전함,"빅 세븐 개장
넬슨 : 해역 2-3
콜로/메릴 : 대함대
웨스트 : 코어샵",False,19,38
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",넬슨,132,SR,로열,전함,"빅 세븐 개장
넬슨 : 해역 2-3
콜로/메릴 : 대함대
웨스트 : 코어샵",False,19,38
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",메릴랜드,61,SR,유니온,전함,"빅 세븐 개장
넬슨 : 해역 2-3
콜로/메릴 : 대함대
웨스트 : 코어샵",False,19,39
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",웨스트버지니아,62,SR,유니온,전함,"빅 세븐 개장
넬슨 : 해역 2-3
콜로/메릴 : 대함대
웨스트 : 코어샵",False,19,39
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",리슐리외,453,SSR,아이리스,전함,"프랑스 버퍼
선장전
중형 상시건조",False,19,40
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",그나이제나우,249,SR,철혈,순전,"철혈 점수셔틀
초반 확정획득 후열
작전 문서",False,19,42
newbie,맨땅뉴비,벽뉴비 권장,A,"전함 BB, 순전 BC",샤른호르스트,248,SR,철혈,순전,"철혈 점수셔틀
초반 확정획득 후열
작전 문서",False,19,43
newbie,맨땅뉴비,벽뉴비 권장,A,상시 무딱,시마카제,268,UR,중앵,구축,뉴비에겐 권장되진 않음,False,19,44
newbie,맨땅뉴비,벽뉴비 권장,A,상시 무딱,울리히 폰 후텐,529,UR,철혈,전함,뉴비에겐 권장되진 않음,False,19,45
newbie,맨땅뉴비,벽뉴비 권장,A,상시 무딱,크론시타트,539,UR,노스유니온,초순,뉴비에겐 권장되진 않음,False,19,45
newbie,맨땅뉴비,벽뉴비 권장,A,힐러,쇼호,222,R,중앵,경항모,"힐/항모버퍼
대함대 상점",False,19,46
newbie,맨땅뉴비,벽뉴비 권장,A,잠수 SS,U-522,400,SR,철혈,잠수,"보급형 원거리지원
독잠",False,19,50
newbie,맨땅뉴비,벽뉴비 권장,A,연구함,나폴리,P035,UR,사르데냐,중순,"실드 무시 딜러
탱커
7기 DR 연구함",False,19,54
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,유키카제,166,SSR,중앵,구축,"후열 생존버퍼
훈장 교환",False,23,2
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,알렌 M. 섬너,508,SSR,유니온,구축,"대공
훈장 교환",False,23,4
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,타슈켄트(µ장비),475,SSR,노스유니온,구축,"50초 지속
항공 딜 버프
훈장 교환",False,23,6
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,창춘,255,SR,동황,구축,"절약팟
미사일 구축함(미구)
대함대 상점",False,23,8
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,글로우웜,94,SR,로열,구축,"메인해역 대체 탱커
높은 보스 딜링
작전 문서",False,23,10
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,오로라,118,SR,로열,경순,"경장 상대버퍼
상시 소형건조",False,23,12
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,클리블랜드,37,SR,유니온,경순,"무난한 대공맨들
상시 소형건조",False,23,14
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,리노,445,SSR,유니온,경순,"무난한 대공맨들
상시 소형건조",False,23,14
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,버밍햄,405,SR,유니온,경순,"무난한 대공맨들
상시 소형건조",False,23,15
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,다이도,107,SSR,로열,경순,"무난한 대공맨들
상시 소형건조",False,23,15
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,아브로라,262,SSR,노스유니온,경순,"전열 화력 버프
뉴비용은 아님
북련 점수
상시 소형건조",False,23,16
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,라이프치히,241,R,철혈,경순,"철혈 점수 특공대
풀돌까지만 해주면됨
라이프치히는 나머지 3명 도감작보상",False,23,18
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,쾰른,240,N,철혈,경순,"철혈 점수 특공대
풀돌까지만 해주면됨
라이프치히는 나머지 3명 도감작보상",False,23,18
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,카를스루에,239,N,철혈,경순,"철혈 점수 특공대
풀돌까지만 해주면됨
라이프치히는 나머지 3명 도감작보상",False,23,19
newbie,맨땅뉴비,벽뉴비 권장,B,경순 CL,쾨니히스베르크,238,N,철혈,경순,"철혈 점수 특공대
풀돌까지만 해주면됨
라이프치히는 나머지 3명 도감작보상",False,23,19
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,브레머튼,443,SSR,유니온,중순,"3번자리 딜러
브레머튼 : 작전문서
볼티모어 : 훈장 교환",False,23,20
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,볼티모어,50,SSR,유니온,중순,"3번자리 딜러
브레머튼 : 작전문서
볼티모어 : 훈장 교환",False,23,21
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,차라,413,SSR,사르데냐,중순,"국밥탱 + 사르데냐
훈장 교환",False,23,22
newbie,맨땅뉴비,벽뉴비 권장,B,중순 / 대순 CA,치쿠마,195,SSR,중앵,중순,"대체제 탱커
작전문서
중형 상시건조",False,23,24
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",즈이카쿠,229,SSR,중앵,항모,"쇼카쿠와 시너지
훈장교환",False,23,28
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",아카기(µ장비),419,SSR,중앵,항모,"반장전
훈장교환",False,23,30
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",임페로,540,SSR,사르데냐,항모,"강한 반장전 항모
상시 특형건조",False,23,32
newbie,맨땅뉴비,벽뉴비 권장,B,"항모 CV, 경항모 CVL",페터 슈트라서,482,SSR,철혈,항모,"철혈 점수 / 독일 항모
가끔 초대장
특형 상시건조",False,23,34
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",킹 조지 5세,134,SSR,로열,전함,"세이렌 특화
작전문서
연습전 상점",False,23,36
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",프린스 오브 웨일즈,135,SSR,로열,전함,"미국 버퍼 / 선장전
작전 문서",False,23,38
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",후드,129,SSR,로열,순전,"순전 쿼터제용
둘다 훈장 교환 가능",False,23,40
newbie,맨땅뉴비,벽뉴비 권장,B,"전함 BB, 순전 BC",아마기,367,SSR,중앵,순전,"순전 쿼터제용
둘다 훈장 교환 가능",False,23,42
newbie,맨땅뉴비,벽뉴비 권장,B,잠수 SS,U-101,399,SSR,철혈,잠수,U보트 대체제,False,23,50
newbie,맨땅뉴비,벽뉴비 권장,B,잠수 SS,노틸러스,519,SR,유니온,잠수,미잠 대체제,False,23,52
newbie,맨땅뉴비,벽뉴비 권장,B,잠수 SS,카발라,402,SSR,유니온,잠수,미잠 대체제,False,23,53
newbie,맨땅뉴비,벽뉴비 권장,B,구축 DD,Z1,233,SR,철혈,구축,"절혈 점수용
Z1은 Z급 버퍼

상시 소형건조",False,27,2
